ID,ECU_SEND_LOCALTIME,EMA_RECEIVE_LOCALTIME,REV1,REV3,ENCLOSURE_TEMP,HOUR_SUB,ECU_NO,OPT_NO,CHANNEL,OUTPUT_VOLTAGE,OUTPUT_CURRENT,OUTPUT_POWER,OUTPUT_ENERGY,INPUT_VOLTAGE,INPUT_CURRENT,INPUT_POWER,INPUT_ENERGY,TYPE,project_id,GroupID
178955,2019-01-08 14:00:46,2019-01-08 14:05:01,20190108,,-100,14,217000000027,611000000654,1,0.0,0.0,0.0,0.0,28.4,1.0,28.5,0.00232,10,SW.JS.021.001,838
179009,2019-01-08 14:00:46,2019-01-08 14:05:01,20190108,,-100,14,217000000027,611000000815,1,0.0,0.0,0.0,0.0,25.7,0.9,25.3,0.002066,10,SW.JS.021.001,838
179253,2019-01-08 14:05:46,2019-01-08 14:10:09,20190108,,-100,14,217000000027,611000000439,1,0.0,0.0,0.0,0.0,27.9,0.8,24.0,0.002129,10,SW.JS.021.001,839
179137,2019-01-08 14:05:46,2019-01-08 14:10:09,20190108,,-100,14,217000000027,611000000593,1,0.0,0.0,0.0,0.0,35.4,0.7,26.6,0.002349,10,SW.JS.021.001,839
179229,2019-01-08 14:05:46,2019-01-08 14:10:09,20190108,,-100,14,217000000027,611000000815,1,0.0,0.0,0.0,0.0,28.2,0.8,24.4,0.002204,10,SW.JS.021.001,839
179473,2019-01-08 14:10:46,2019-01-08 14:15:17,20190108,,-100,14,217000000027,611000000439,1,0.0,0.0,0.0,0.0,29.7,0.7,23.0,0.001866,10,SW.JS.021.001,840
179430,2019-01-08 14:10:46,2019-01-08 14:15:17,20190108,,-100,14,217000000027,611000000784,2,,,,,31.9,0.7,24.6,0.001977,10,SW.JS.021.001,840
179449,2019-01-08 14:10:46,2019-01-08 14:15:17,20190108,,-100,14,217000000027,611000000815,1,0.0,0.0,0.0,0.0,29.6,0.7,23.1,0.0018559999999999,10,SW.JS.021.001,840
179693,2019-01-08 14:15:46,2019-01-08 14:20:25,20190108,,-100,14,217000000027,611000000439,1,0.0,0.0,0.0,0.0,29.8,0.8,24.3,0.001967,10,SW.JS.021.001,841
179568,2019-01-08 14:15:46,2019-01-08 14:20:25,20190108,,-100,14,217000000027,611000000579,2,,,,,32.8,0.8,28.6,0.002385,10,SW.JS.021.001,841
179669,2019-01-08 14:15:46,2019-01-08 14:20:25,20190108,,-100,14,217000000027,611000000815,1,0.0,0.0,0.0,0.0,27.2,0.9,24.5,0.001997,10,SW.JS.021.001,841
179797,2019-01-08 14:20:46,2019-01-08 14:25:32,20190108,,-100,14,217000000027,611000000593,1,0.0,0.0,0.0,0.0,35.4,0.4,16.5,0.00137,10,SW.JS.021.001,842
179798,2019-01-08 14:20:46,2019-01-08 14:25:32,20190108,,-100,14,217000000027,611000000593,2,,,,,30.9,0.5,17.9,0.001484,10,SW.JS.021.001,842
179890,2019-01-08 14:20:46,2019-01-08 14:25:32,20190108,,-100,14,217000000027,611000000815,2,,,,,31.0,0.3,10.0,0.0008619999999999,10,SW.JS.021.001,842
180018,2019-01-08 14:25:46,2019-01-08 14:30:41,20190108,,-100,14,217000000027,611000000593,2,,,,,31.5,0.0,0.7,6.6e-05,10,SW.JS.021.001,843
180109,2019-01-08 14:25:46,2019-01-08 14:30:41,20190108,,-100,14,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.3,0.0,1.4,0.000124,10,SW.JS.021.001,843
180110,2019-01-08 14:25:46,2019-01-08 14:30:41,20190108,,-100,14,217000000027,611000000815,2,,,,,29.1,0.0,1.4,0.0001189999999999,10,SW.JS.021.001,843
180263,2019-01-08 14:30:46,2019-01-08 14:35:49,20190108,,-100,14,217000000027,611000000634,1,0.0,0.0,0.0,0.0,26.7,1.1,29.7,0.002469,10,SW.JS.021.001,844
180329,2019-01-08 14:30:46,2019-01-08 14:35:49,20190108,,-100,14,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.2,0.0,0.5,4.7e-05,10,SW.JS.021.001,844
180330,2019-01-08 14:30:46,2019-01-08 14:35:49,20190108,,-100,14,217000000027,611000000815,2,,,,,30.1,0.0,0.6,4.9e-05,10,SW.JS.021.001,844
180505,2019-01-08 14:35:46,2019-01-08 14:40:58,20190108,,-100,14,217000000027,611000000725,1,0.0,0.0,0.0,0.0,35.2,0.2,9.4,0.000772,10,SW.JS.021.001,845
180506,2019-01-08 14:35:46,2019-01-08 14:40:58,20190108,,-100,14,217000000027,611000000725,2,,,,,30.7,0.3,10.3,0.00085,10,SW.JS.021.001,845
180550,2019-01-08 14:35:46,2019-01-08 14:40:58,20190108,,-100,14,217000000027,611000000815,2,,,,,28.3,0.0,0.5,4.3e-05,10,SW.JS.021.001,845
180615,2019-01-08 14:40:46,2019-01-08 14:46:06,20190108,,-100,14,217000000027,611000000430,1,0.0,0.0,0.0,0.0,29.4,0.1,3.2,0.00027,10,SW.JS.021.001,846
180633,2019-01-08 14:40:46,2019-01-08 14:46:06,20190108,,-100,14,217000000027,611000000474,1,0.0,0.0,0.0,0.0,11.4,1.5,18.1,0.001518,10,SW.JS.021.001,846
180655,2019-01-08 14:40:46,2019-01-08 14:46:06,20190108,,-100,14,217000000027,611000000556,1,0.0,0.0,0.0,0.0,34.3,0.0,2.3,0.000194,10,SW.JS.021.001,846
180797,2019-01-08 14:45:46,2019-01-08 14:51:14,20190108,,-100,14,217000000027,611000000338,1,0.0,0.0,0.0,0.0,18.1,0.8,15.4,0.001288,10,SW.JS.021.001,847
180835,2019-01-08 14:45:46,2019-01-08 14:51:14,20190108,,-100,14,217000000027,611000000430,1,0.0,0.0,0.0,0.0,34.6,0.1,5.1,0.0004219999999999,10,SW.JS.021.001,847
180899,2019-01-08 14:45:46,2019-01-08 14:51:14,20190108,,-100,14,217000000027,611000000594,1,0.0,0.0,0.0,0.0,13.2,1.1,15.5,0.001306,10,SW.JS.021.001,847
181233,2019-01-08 14:50:46,2019-01-08 14:56:24,20190108,,-100,14,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.1,0.0,2.3,0.000198,10,SW.JS.021.001,848
181209,2019-01-08 14:50:46,2019-01-08 14:56:24,20190108,,-100,14,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.0,0.0,0.7,6.7e-05,10,SW.JS.021.001,848
181210,2019-01-08 14:50:46,2019-01-08 14:56:24,20190108,,-100,14,217000000027,611000000815,2,,,,,30.2,0.0,0.7,6.6e-05,10,SW.JS.021.001,848
181337,2019-01-08 14:55:47,2019-01-08 15:01:32,20190108,,-100,14,217000000027,611000000593,1,0.0,0.0,0.0,0.0,35.2,0.0,1.8,0.000161,10,SW.JS.021.001,849
181429,2019-01-08 14:55:47,2019-01-08 15:01:32,20190108,,-100,14,217000000027,611000000815,1,0.0,0.0,0.0,0.0,34.9,0.0,0.9,7.8e-05,10,SW.JS.021.001,849
181430,2019-01-08 14:55:47,2019-01-08 15:01:32,20190108,,-100,14,217000000027,611000000815,2,,,,,30.1,0.0,0.8,7.6e-05,10,SW.JS.021.001,849
181475,2019-01-08 15:00:47,2019-01-08 15:06:41,20190108,,-100,15,217000000027,611000000373,1,0.0,0.0,0.0,0.0,29.3,0.5,15.5,0.001292,10,SW.JS.021.001,850
181557,2019-01-08 15:00:47,2019-01-08 15:06:41,20190108,,-100,15,217000000027,611000000593,1,0.0,0.0,0.0,0.0,34.9,0.0,1.8,0.00015,10,SW.JS.021.001,850
181558,2019-01-08 15:00:47,2019-01-08 15:06:41,20190108,,-100,15,217000000027,611000000593,2,,,,,30.7,0.0,1.7,0.000143,10,SW.JS.021.001,850
181894,2019-01-08 15:05:47,2019-01-08 15:11:48,20190108,,-100,15,217000000027,611000000439,2,,,,,29.0,0.0,0.1,1.1e-05,10,SW.JS.021.001,851
181725,2019-01-08 15:05:47,2019-01-08 15:11:48,20190108,,-100,15,217000000027,611000000461,1,0.0,0.0,0.0,0.0,16.2,1.1,18.4,0.001542,10,SW.JS.021.001,851
181777,2019-01-08 15:05:47,2019-01-08 15:11:48,20190108,,-100,15,217000000027,611000000593,1,0.0,0.0,0.0,0.0,34.6,0.0,1.1,9.9e-05,10,SW.JS.021.001,851
182114,2019-01-08 15:10:47,2019-01-08 15:16:57,20190108,,-100,15,217000000027,611000000439,2,,,,,30.1,0.0,0.0,4e-06,10,SW.JS.021.001,852
181975,2019-01-08 15:10:47,2019-01-08 15:16:57,20190108,,-100,15,217000000027,611000000556,1,0.0,0.0,0.0,0.0,34.2,0.0,2.1,0.000181,10,SW.JS.021.001,852
182081,2019-01-08 15:10:47,2019-01-08 15:16:57,20190108,,-100,15,217000000027,611000000806,1,0.0,0.0,0.0,0.0,23.5,0.5,13.8,0.001127,10,SW.JS.021.001,852
182333,2019-01-08 15:15:47,2019-01-08 15:22:07,20190108,,-100,15,217000000027,611000000439,1,0.0,0.0,0.0,0.0,34.1,0.0,0.0,4e-06,10,SW.JS.021.001,853
182334,2019-01-08 15:15:47,2019-01-08 15:22:07,20190108,,-100,15,217000000027,611000000439,2,,,,,31.5,0.0,0.0,3e-06,10,SW.JS.021.001,853
182261,2019-01-08 15:15:47,2019-01-08 15:22:07,20190108,,-100,15,217000000027,611000000662,1,0.0,0.0,0.0,0.0,16.3,0.8,13.8,0.001165,10,SW.JS.021.001,853
182341,2019-01-08 15:20:47,2019-01-08 15:27:15,20190108,,-100,15,217000000027,611000000342,1,0.0,0.0,0.0,0.0,16.9,0.7,12.3,0.001031,10,SW.JS.021.001,854
182461,2019-01-08 15:20:47,2019-01-08 15:27:15,20190108,,-100,15,217000000027,611000000633,1,0.0,0.0,0.0,0.0,34.1,0.2,7.8,0.000663,10,SW.JS.021.001,854
182513,2019-01-08 15:20:47,2019-01-08 15:27:15,20190108,,-100,15,217000000027,611000000795,1,0.0,0.0,0.0,0.0,29.0,0.2,6.0,0.00052,10,SW.JS.021.001,854
182557,2019-01-08 15:25:47,2019-01-08 15:32:24,20190108,,-100,15,217000000027,611000000338,1,0.0,0.0,0.0,0.0,14.1,0.8,11.4,0.000963,10,SW.JS.021.001,855
182571,2019-01-08 15:25:47,2019-01-08 15:32:24,20190108,,-100,15,217000000027,611000000358,1,0.0,0.0,0.0,0.0,13.8,0.8,12.1,0.001014,10,SW.JS.021.001,855
182646,2019-01-08 15:25:47,2019-01-08 15:32:24,20190108,,-100,15,217000000027,611000000575,2,,,,,25.4,0.1,3.9,0.000327,10,SW.JS.021.001,855
182789,2019-01-08 15:30:47,2019-01-08 15:37:35,20190108,,-100,15,217000000027,611000000355,1,0.0,0.0,0.0,0.0,21.6,0.5,10.8,0.000892,10,SW.JS.021.001,856
182967,2019-01-08 15:30:47,2019-01-08 15:37:35,20190108,,-100,15,217000000027,611000000810,1,0.0,0.0,0.0,0.0,19.6,0.3,6.0,0.000509,10,SW.JS.021.001,856
182973,2019-01-08 15:30:47,2019-01-08 15:37:35,20190108,,-100,15,217000000027,611000000818,1,0.0,0.0,0.0,0.0,16.9,0.3,5.5,0.0004639999999999,10,SW.JS.021.001,856
183003,2019-01-08 15:35:47,2019-01-08 15:42:44,20190108,,-100,15,217000000027,611000000345,1,0.0,0.0,0.0,0.0,16.9,0.0,0.4,3.7e-05,10,SW.JS.021.001,857
183115,2019-01-08 15:35:47,2019-01-08 15:42:44,20190108,,-100,15,217000000027,611000000724,1,0.0,0.0,0.0,0.0,19.7,0.4,8.3,0.000672,10,SW.JS.021.001,857
183147,2019-01-08 15:35:47,2019-01-08 15:42:44,20190108,,-100,15,217000000027,611000000726,1,0.0,0.0,0.0,0.0,21.9,0.2,5.8,0.000478,10,SW.JS.021.001,857
183279,2019-01-08 15:40:47,2019-01-08 15:47:54,20190108,,-100,15,217000000027,611000000485,1,0.0,0.0,0.0,0.0,34.1,0.2,9.8,0.000826,10,SW.JS.021.001,858
183287,2019-01-08 15:40:47,2019-01-08 15:47:54,20190108,,-100,15,217000000027,611000000534,1,0.0,0.0,0.0,0.0,17.4,0.4,8.3,0.000695,10,SW.JS.021.001,858
183335,2019-01-08 15:40:47,2019-01-08 15:47:54,20190108,,-100,15,217000000027,611000000724,1,0.0,0.0,0.0,0.0,25.3,0.3,8.0,0.000666,10,SW.JS.021.001,858
183447,2019-01-08 15:45:47,2019-01-08 15:53:03,20190108,,-100,15,217000000027,611000000350,1,0.0,0.0,0.0,0.0,16.7,0.4,8.1,0.000678,10,SW.JS.021.001,859
183511,2019-01-08 15:45:47,2019-01-08 15:53:03,20190108,,-100,15,217000000027,611000000552,1,0.0,0.0,0.0,0.0,19.0,0.1,2.0,0.000174,10,SW.JS.021.001,859
183633,2019-01-08 15:45:47,2019-01-08 15:53:03,20190108,,-100,15,217000000027,611000000818,1,0.0,0.0,0.0,0.0,18.9,0.1,3.5,0.000296,10,SW.JS.021.001,859
183669,2019-01-08 15:50:47,2019-01-08 15:58:15,20190108,,-100,15,217000000027,611000000355,1,0.0,0.0,0.0,0.0,19.0,0.2,4.1,0.000349,10,SW.JS.021.001,860
183831,2019-01-08 15:50:47,2019-01-08 15:58:15,20190108,,-100,15,217000000027,611000000786,1,0.0,0.0,0.0,0.0,16.1,0.2,3.6,0.000294,10,SW.JS.021.001,860
183853,2019-01-08 15:50:47,2019-01-08 15:58:15,20190108,,-100,15,217000000027,611000000818,1,0.0,0.0,0.0,0.0,16.5,0.1,2.6,0.000215,10,SW.JS.021.001,860
183879,2019-01-08 15:55:47,2019-01-08 16:03:24,20190108,,-100,15,217000000027,611000000339,1,0.0,0.0,0.0,0.0,18.0,0.2,4.9,0.000416,10,SW.JS.021.001,861
183949,2019-01-08 15:55:47,2019-01-08 16:03:24,20190108,,-100,15,217000000027,611000000538,1,0.0,0.0,0.0,0.0,23.2,0.4,9.9,0.000842,10,SW.JS.021.001,861
183991,2019-01-08 15:55:47,2019-01-08 16:03:24,20190108,,-100,15,217000000027,611000000614,1,0.0,0.0,0.0,0.0,21.7,0.1,2.4,0.0002029999999999,10,SW.JS.021.001,861
184154,2019-01-08 16:00:47,2019-01-08 16:08:34,20190108,,-100,16,217000000027,611000000474,2,,,,,23.5,0.0,0.0,7.000000000000001e-06,10,SW.JS.021.001,862
184315,2019-01-08 16:00:47,2019-01-08 16:08:34,20190108,,-100,16,217000000027,611000000814,1,0.0,0.0,0.0,0.0,33.2,0.0,3.2,0.000263,10,SW.JS.021.001,862
184305,2019-01-08 16:00:47,2019-01-08 16:08:34,20190108,,-100,16,217000000027,611000000839,1,0.0,0.0,0.0,0.0,21.6,0.2,5.7,0.0004639999999999,10,SW.JS.021.001,862
184345,2019-01-08 16:05:47,2019-01-08 16:13:43,20190108,,-100,16,217000000027,611000000400,1,0.0,0.0,0.0,0.0,20.5,0.2,4.1,0.00035,10,SW.JS.021.001,863
184380,2019-01-08 16:05:47,2019-01-08 16:13:43,20190108,,-100,16,217000000027,611000000485,2,,,,,29.4,0.2,6.4,0.000534,10,SW.JS.021.001,863
184487,2019-01-08 16:05:47,2019-01-08 16:13:43,20190108,,-100,16,217000000027,611000000769,1,0.0,0.0,0.0,0.0,22.7,0.2,5.0,0.000426,10,SW.JS.021.001,863
184600,2019-01-08 16:10:47,2019-01-08 16:18:55,20190108,,-100,16,217000000027,611000000485,2,,,,,29.8,0.2,6.2,0.000538,10,SW.JS.021.001,864
184635,2019-01-08 16:10:47,2019-01-08 16:18:55,20190108,,-100,16,217000000027,611000000591,1,0.0,0.0,0.0,0.0,20.3,0.2,5.5,0.000487,10,SW.JS.021.001,864
184723,2019-01-08 16:10:47,2019-01-08 16:18:55,20190108,,-100,16,217000000027,611000000807,1,0.0,0.0,0.0,0.0,25.6,0.0,1.5,0.000135,10,SW.JS.021.001,864
184789,2019-01-08 16:15:47,2019-01-08 16:24:05,20190108,,-100,16,217000000027,611000000420,1,0.0,0.0,0.0,0.0,24.0,0.2,5.2,0.0004349999999999,10,SW.JS.021.001,865
184819,2019-01-08 16:15:47,2019-01-08 16:24:05,20190108,,-100,16,217000000027,611000000485,1,0.0,0.0,0.0,0.0,19.3,0.2,5.3,0.000432,10,SW.JS.021.001,865
184846,2019-01-08 16:15:47,2019-01-08 16:24:05,20190108,,-100,16,217000000027,611000000575,2,,,,,19.6,0.0,0.0,0.0,10,SW.JS.021.001,865
185039,2019-01-08 16:20:47,2019-01-08 16:29:14,20190108,,-100,16,217000000027,611000000485,1,0.0,0.0,0.0,0.0,33.0,0.1,3.3,0.000279,10,SW.JS.021.001,866
185040,2019-01-08 16:20:47,2019-01-08 16:29:14,20190108,,-100,16,217000000027,611000000485,2,,,,,30.4,0.1,3.4,0.000286,10,SW.JS.021.001,866
185050,2019-01-08 16:20:47,2019-01-08 16:29:14,20190108,,-100,16,217000000027,611000000538,2,,,,,29.8,0.1,3.3,0.000275,10,SW.JS.021.001,866
185313,2019-01-08 16:25:47,2019-01-08 16:34:32,20190108,,-100,16,217000000027,611000000615,1,0.0,0.0,0.0,0.0,33.2,0.0,0.4,3.6e-05,10,SW.JS.021.001,867
185314,2019-01-08 16:25:47,2019-01-08 16:34:32,20190108,,-100,16,217000000027,611000000615,2,,,,,29.3,0.0,0.3,2.7e-05,10,SW.JS.021.001,867
185397,2019-01-08 16:25:47,2019-01-08 16:34:32,20190108,,-100,16,217000000027,611000000822,1,0.0,0.0,0.0,0.0,33.1,0.0,0.2,1.7e-05,10,SW.JS.021.001,867
185533,2019-01-08 16:30:47,2019-01-08 16:34:42,20190108,,-100,16,217000000027,611000000615,1,0.0,0.0,0.0,0.0,32.7,0.0,0.4,3.6e-05,10,SW.JS.021.001,868
185534,2019-01-08 16:30:47,2019-01-08 16:34:42,20190108,,-100,16,217000000027,611000000615,2,,,,,26.5,0.0,0.3,2.7e-05,10,SW.JS.021.001,868
185618,2019-01-08 16:30:47,2019-01-08 16:34:42,20190108,,-100,16,217000000027,611000000822,2,,,,,28.5,0.0,0.1,1.6e-05,10,SW.JS.021.001,868
185751,2019-01-08 16:35:47,2019-01-08 16:44:51,20190108,,-100,16,217000000027,611000000615,1,0.0,0.0,0.0,0.0,32.1,0.0,0.4,3.8e-05,10,SW.JS.021.001,869
185820,2019-01-08 16:35:47,2019-01-08 16:44:51,20190108,,-100,16,217000000027,611000000822,2,,,,,24.6,0.0,0.2,2.1e-05,10,SW.JS.021.001,869
185835,2019-01-08 16:45:47,2019-01-08 17:09:59,20190108,,-100,16,217000000027,611000000615,1,0.0,0.0,0.0,0.0,30.0,0.0,0.3,0.000113,10,SW.JS.021.001,870
185899,2019-01-09 07:00:41,2019-01-09 07:11:45,20190109,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,13.6,0.0,0.2,5e-06,10,SW.JS.021.001,871
185900,2019-01-09 07:00:41,2019-01-09 07:11:45,20190109,,-100,7,217000000027,611000000615,2,,,,,28.1,0.0,0.4,3.1e-05,10,SW.JS.021.001,871
186117,2019-01-09 07:15:41,2019-01-09 07:21:47,20190109,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,31.0,0.0,0.2,3.8e-05,10,SW.JS.021.001,872
186118,2019-01-09 07:15:41,2019-01-09 07:21:47,20190109,,-100,7,217000000027,611000000615,2,,,,,29.4,0.0,0.3,5.3e-05,10,SW.JS.021.001,872
186123,2019-01-09 07:15:41,2019-01-09 07:21:47,20190109,,-100,7,217000000027,611000000632,1,0.0,0.0,0.0,0.0,27.4,0.0,0.4,0.0,10,SW.JS.021.001,872
186227,2019-01-09 07:20:41,2019-01-09 07:26:51,20190109,,-100,7,217000000027,611000000345,1,0.0,0.0,0.0,0.0,17.4,0.0,0.0,6e-06,10,SW.JS.021.001,873
186241,2019-01-09 07:20:41,2019-01-09 07:26:51,20190109,,-100,7,217000000027,611000000375,1,0.0,0.0,0.0,0.0,16.4,0.0,0.0,1e-06,10,SW.JS.021.001,873
186336,2019-01-09 07:20:41,2019-01-09 07:26:51,20190109,,-100,7,217000000027,611000000615,2,,,,,23.2,0.0,0.3,2.4e-05,10,SW.JS.021.001,873
186483,2019-01-09 07:25:41,2019-01-09 07:31:54,20190109,,-100,7,217000000027,611000000450,1,0.0,0.0,0.0,0.0,19.6,0.0,0.3,2.8000000000000003e-05,10,SW.JS.021.001,874
186613,2019-01-09 07:25:41,2019-01-09 07:31:54,20190109,,-100,7,217000000027,611000000798,1,0.0,0.0,0.0,0.0,18.1,0.0,0.4,3.5e-05,10,SW.JS.021.001,874
186635,2019-01-09 07:25:41,2019-01-09 07:31:54,20190109,,-100,7,217000000027,611000000844,1,0.0,0.0,0.0,0.0,21.8,0.0,0.5,5.1e-05,10,SW.JS.021.001,874
186733,2019-01-09 07:30:41,2019-01-09 07:41:57,20190109,,-100,7,217000000027,611000000639,1,0.0,0.0,0.0,0.0,32.9,0.0,0.8,0.000106,10,SW.JS.021.001,875
186734,2019-01-09 07:30:41,2019-01-09 07:41:57,20190109,,-100,7,217000000027,611000000639,2,,,,,27.7,0.0,0.8,0.000111,10,SW.JS.021.001,875
186852,2019-01-09 07:40:41,2019-01-09 07:47:01,20190109,,-100,7,217000000027,611000000427,2,,,,,29.4,0.0,0.1,1.9e-05,10,SW.JS.021.001,876
186931,2019-01-09 07:40:41,2019-01-09 07:47:01,20190109,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,33.1,0.0,0.4,5.1e-05,10,SW.JS.021.001,876
186932,2019-01-09 07:40:41,2019-01-09 07:47:01,20190109,,-100,7,217000000027,611000000615,2,,,,,30.6,0.0,0.3,3.9e-05,10,SW.JS.021.001,876
187236,2019-01-09 07:45:41,2019-01-09 07:52:05,20190109,,-100,7,217000000027,611000000822,2,,,,,31.4,0.0,2.0,0.0001699999999999,10,SW.JS.021.001,877
187241,2019-01-09 07:45:41,2019-01-09 07:52:05,20190109,,-100,7,217000000027,611000000838,1,0.0,0.0,0.0,0.0,20.8,0.0,1.3,0.000109,10,SW.JS.021.001,877
187249,2019-01-09 07:45:41,2019-01-09 07:52:05,20190109,,-100,7,217000000027,611000000845,1,0.0,0.0,0.0,0.0,26.6,0.0,1.8,0.000152,10,SW.JS.021.001,877
187289,2019-01-09 07:50:41,2019-01-09 07:57:10,20190109,,-100,7,217000000027,611000000421,1,0.0,0.0,0.0,0.0,15.4,0.2,3.2,0.000264,10,SW.JS.021.001,878
187372,2019-01-09 07:50:41,2019-01-09 07:57:10,20190109,,-100,7,217000000027,611000000615,2,,,,,31.4,0.1,4.5,0.0003779999999999,10,SW.JS.021.001,878
187427,2019-01-09 07:50:41,2019-01-09 07:57:10,20190109,,-100,7,217000000027,611000000784,1,0.0,0.0,0.0,0.0,20.9,0.0,1.9,0.000159,10,SW.JS.021.001,878
187561,2019-01-09 07:55:41,2019-01-09 08:02:14,20190109,,-100,7,217000000027,611000000568,1,0.0,0.0,0.0,0.0,16.3,0.1,1.8,0.000154,10,SW.JS.021.001,879
187575,2019-01-09 07:55:41,2019-01-09 08:02:14,20190109,,-100,7,217000000027,611000000593,1,0.0,0.0,0.0,0.0,15.9,0.0,0.6,5.6000000000000006e-05,10,SW.JS.021.001,879
187591,2019-01-09 07:55:41,2019-01-09 08:02:14,20190109,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,14.5,0.1,2.6,0.0002189999999999,10,SW.JS.021.001,879
187724,2019-01-09 08:00:41,2019-01-09 08:07:19,20190109,,-100,8,217000000027,611000000400,2,,,,,31.4,0.1,3.6,0.000304,10,SW.JS.021.001,880
187731,2019-01-09 08:00:41,2019-01-09 08:07:19,20190109,,-100,8,217000000027,611000000427,1,0.0,0.0,0.0,0.0,15.1,0.0,1.5,0.000128,10,SW.JS.021.001,880
187777,2019-01-09 08:00:41,2019-01-09 08:07:19,20190109,,-100,8,217000000027,611000000624,1,0.0,0.0,0.0,0.0,28.6,0.1,2.9,0.000245,10,SW.JS.021.001,880
187957,2019-01-09 08:05:41,2019-01-09 08:12:23,20190109,,-100,8,217000000027,611000000443,1,0.0,0.0,0.0,0.0,28.0,0.1,3.0,0.0002529999999999,10,SW.JS.021.001,881
187976,2019-01-09 08:05:41,2019-01-09 08:12:23,20190109,,-100,8,217000000027,611000000485,2,,,,,31.7,0.1,3.4,0.000287,10,SW.JS.021.001,881
188109,2019-01-09 08:05:41,2019-01-09 08:12:23,20190109,,-100,8,217000000027,611000000822,1,0.0,0.0,0.0,0.0,28.0,0.1,2.9,0.000258,10,SW.JS.021.001,881
188243,2019-01-09 08:10:41,2019-01-09 08:17:27,20190109,,-100,8,217000000027,611000000653,1,0.0,0.0,0.0,0.0,22.7,0.0,2.1,0.000231,10,SW.JS.021.001,882
188308,2019-01-09 08:10:41,2019-01-09 08:17:27,20190109,,-100,8,217000000027,611000000822,2,,,,,30.9,0.1,3.5,0.00037,10,SW.JS.021.001,882
188443,2019-01-09 08:15:41,2019-01-09 08:22:30,20190109,,-100,8,217000000027,611000000615,1,0.0,0.0,0.0,0.0,34.3,0.0,0.4,2.7e-05,10,SW.JS.021.001,883
188444,2019-01-09 08:15:41,2019-01-09 08:22:30,20190109,,-100,8,217000000027,611000000615,2,,,,,29.3,0.0,0.3,2.1e-05,10,SW.JS.021.001,883
188527,2019-01-09 08:15:41,2019-01-09 08:22:30,20190109,,-100,8,217000000027,611000000822,1,0.0,0.0,0.0,0.0,23.8,0.3,8.1,0.000474,10,SW.JS.021.001,883
188576,2019-01-09 08:20:41,2019-01-09 08:27:35,20190109,,-100,8,217000000027,611000000400,2,,,,,32.7,0.1,5.6,0.000461,10,SW.JS.021.001,884
188593,2019-01-09 08:20:41,2019-01-09 08:27:35,20190109,,-100,8,217000000027,611000000450,1,0.0,0.0,0.0,0.0,18.0,0.0,0.8,6.7e-05,10,SW.JS.021.001,884
188733,2019-01-09 08:20:41,2019-01-09 08:27:35,20190109,,-100,8,217000000027,611000000807,1,0.0,0.0,0.0,0.0,24.6,0.1,2.9,0.000246,10,SW.JS.021.001,884
188984,2019-01-09 08:25:41,2019-01-09 08:32:40,20190109,,-100,8,217000000027,611000000439,2,,,,,30.6,0.0,1.5,0.000135,10,SW.JS.021.001,885
188815,2019-01-09 08:25:41,2019-01-09 08:32:40,20190109,,-100,8,217000000027,611000000461,1,0.0,0.0,0.0,0.0,19.4,0.1,3.5,0.000291,10,SW.JS.021.001,885
188959,2019-01-09 08:25:41,2019-01-09 08:32:40,20190109,,-100,8,217000000027,611000000815,1,0.0,0.0,0.0,0.0,34.6,0.0,1.3,0.000112,10,SW.JS.021.001,885
189033,2019-01-09 08:30:41,2019-01-09 08:37:44,20190109,,-100,8,217000000027,611000000450,1,0.0,0.0,0.0,0.0,14.8,0.5,8.6,0.000714,10,SW.JS.021.001,886
189095,2019-01-09 08:30:41,2019-01-09 08:37:44,20190109,,-100,8,217000000027,611000000606,1,0.0,0.0,0.0,0.0,20.2,0.2,6.0,0.000494,10,SW.JS.021.001,886
189187,2019-01-09 08:30:41,2019-01-09 08:37:44,20190109,,-100,8,217000000027,611000000822,1,0.0,0.0,0.0,0.0,17.8,0.6,12.0,0.000983,10,SW.JS.021.001,886
189223,2019-01-09 08:35:41,2019-01-09 08:42:49,20190109,,-100,8,217000000027,611000000363,1,0.0,0.0,0.0,0.0,25.3,0.5,13.1,0.0010949999999999,10,SW.JS.021.001,887
189263,2019-01-09 08:35:41,2019-01-09 08:42:49,20190109,,-100,8,217000000027,611000000474,1,0.0,0.0,0.0,0.0,35.5,0.2,7.1,0.000591,10,SW.JS.021.001,887
189283,2019-01-09 08:35:41,2019-01-09 08:42:49,20190109,,-100,8,217000000027,611000000555,1,0.0,0.0,0.0,0.0,29.8,0.0,1.7,0.000139,10,SW.JS.021.001,887
189643,2019-01-09 08:40:41,2019-01-09 08:47:53,20190109,,-100,8,217000000027,611000000439,1,0.0,0.0,0.0,0.0,34.6,0.0,0.1,1.5e-05,10,SW.JS.021.001,888
