ID,ECU_SEND_LOCALTIME,EMA_RECEIVE_LOCALTIME,REV1,REV3,ENCLOSURE_TEMP,HOUR_SUB,ECU_NO,OPT_NO,CHANNEL,OUTPUT_VOLTAGE,OUTPUT_CURRENT,OUTPUT_POWER,OUTPUT_ENERGY,INPUT_VOLTAGE,INPUT_CURRENT,INPUT_POWER,INPUT_ENERGY,TYPE,project_id,GroupID
155,2019-01-01 07:00:20,2019-01-01 07:11:17,20190101,,-100,7,217000000027,611000000822,1,0.0,0.0,0.0,0.0,10.4,0.0,0.1,1e-06,10,SW.JS.021.001,0
156,2019-01-01 07:00:20,2019-01-01 07:11:17,20190101,,-100,7,217000000027,611000000822,2,,,,,29.6,0.0,0.4,1.6e-05,10,SW.JS.021.001,0
289,2019-01-01 07:10:20,2019-01-01 07:16:20,20190101,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,29.9,0.0,0.4,3e-05,10,SW.JS.021.001,1
290,2019-01-01 07:10:20,2019-01-01 07:16:20,20190101,,-100,7,217000000027,611000000615,2,,,,,30.9,0.0,0.4,6.6e-05,10,SW.JS.021.001,1
374,2019-01-01 07:10:20,2019-01-01 07:16:20,20190101,,-100,7,217000000027,611000000822,2,,,,,29.9,0.0,0.1,1.3e-05,10,SW.JS.021.001,1
469,2019-01-01 07:15:20,2019-01-01 07:21:24,20190101,,-100,7,217000000027,611000000555,1,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,10,SW.JS.021.001,2
507,2019-01-01 07:15:20,2019-01-01 07:21:24,20190101,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,31.0,0.0,0.3,2.4e-05,10,SW.JS.021.001,2
508,2019-01-01 07:15:20,2019-01-01 07:21:24,20190101,,-100,7,217000000027,611000000615,2,,,,,26.2,0.0,0.2,2.2e-05,10,SW.JS.021.001,2
711,2019-01-01 07:20:20,2019-01-01 07:26:27,20190101,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,31.8,0.0,0.3,3.6e-05,10,SW.JS.021.001,3
712,2019-01-01 07:20:20,2019-01-01 07:26:27,20190101,,-100,7,217000000027,611000000615,2,,,,,24.9,0.0,0.3,2.8000000000000003e-05,10,SW.JS.021.001,3
717,2019-01-01 07:20:20,2019-01-01 07:26:27,20190101,,-100,7,217000000027,611000000632,1,0.0,0.0,0.0,0.0,15.1,0.0,0.0,6e-06,10,SW.JS.021.001,3
913,2019-01-01 07:25:20,2019-01-01 07:36:30,20190101,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,32.3,0.0,0.4,3.7e-05,10,SW.JS.021.001,4
914,2019-01-01 07:25:20,2019-01-01 07:36:30,20190101,,-100,7,217000000027,611000000615,2,,,,,29.3,0.0,0.3,2.7e-05,10,SW.JS.021.001,4
1081,2019-01-01 07:35:20,2019-01-01 07:41:34,20190101,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,33.3,0.0,0.4,7.7e-05,10,SW.JS.021.001,5
1082,2019-01-01 07:35:20,2019-01-01 07:41:34,20190101,,-100,7,217000000027,611000000615,2,,,,,29.3,0.0,0.3,5.9e-05,10,SW.JS.021.001,5
1299,2019-01-01 07:45:20,2019-01-01 07:51:37,20190101,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,34.0,0.0,0.4,5.9e-05,10,SW.JS.021.001,6
1300,2019-01-01 07:45:20,2019-01-01 07:51:37,20190101,,-100,7,217000000027,611000000615,2,,,,,30.6,0.0,0.3,4.5e-05,10,SW.JS.021.001,6
1384,2019-01-01 07:45:20,2019-01-01 07:51:37,20190101,,-100,7,217000000027,611000000822,2,,,,,26.7,0.0,0.1,1.3e-05,10,SW.JS.021.001,6
1527,2019-01-01 07:50:20,2019-01-01 07:56:42,20190101,,-100,7,217000000027,611000000633,1,0.0,0.0,0.0,0.0,33.9,0.0,0.0,2e-06,10,SW.JS.021.001,7
1528,2019-01-01 07:50:20,2019-01-01 07:56:42,20190101,,-100,7,217000000027,611000000633,2,,,,,32.2,0.0,0.0,2e-06,10,SW.JS.021.001,7
1597,2019-01-01 07:50:20,2019-01-01 07:56:42,20190101,,-100,7,217000000027,611000000816,1,0.0,0.0,0.0,0.0,22.5,0.1,3.4,0.000281,10,SW.JS.021.001,7
1625,2019-01-01 07:55:20,2019-01-01 08:01:46,20190101,,-100,7,217000000027,611000000339,1,0.0,0.0,0.0,0.0,18.9,0.2,3.9,0.000331,10,SW.JS.021.001,8
1823,2019-01-01 07:55:20,2019-01-01 08:01:46,20190101,,-100,7,217000000027,611000000822,1,0.0,0.0,0.0,0.0,24.6,0.2,7.2,0.000621,10,SW.JS.021.001,8
1824,2019-01-01 07:55:20,2019-01-01 08:01:46,20190101,,-100,7,217000000027,611000000822,2,,,,,29.8,0.2,7.5,0.000642,10,SW.JS.021.001,8
2017,2019-01-01 08:00:20,2019-01-01 08:06:50,20190101,,-100,8,217000000027,611000000786,1,0.0,0.0,0.0,0.0,16.9,0.2,3.5,0.000287,10,SW.JS.021.001,9
2043,2019-01-01 08:00:20,2019-01-01 08:06:50,20190101,,-100,8,217000000027,611000000822,1,0.0,0.0,0.0,0.0,29.4,0.2,7.9,0.00064,10,SW.JS.021.001,9
2044,2019-01-01 08:00:20,2019-01-01 08:06:50,20190101,,-100,8,217000000027,611000000822,2,,,,,30.9,0.2,8.2,0.000663,10,SW.JS.021.001,9
2089,2019-01-01 08:05:20,2019-01-01 08:11:53,20190101,,-100,8,217000000027,611000000398,1,0.0,0.0,0.0,0.0,29.2,0.2,7.8,0.000662,10,SW.JS.021.001,10
2263,2019-01-01 08:05:20,2019-01-01 08:11:53,20190101,,-100,8,217000000027,611000000822,1,0.0,0.0,0.0,0.0,31.0,0.2,8.3,0.000732,10,SW.JS.021.001,10
2264,2019-01-01 08:05:20,2019-01-01 08:11:53,20190101,,-100,8,217000000027,611000000822,2,,,,,31.5,0.2,8.6,0.000754,10,SW.JS.021.001,10
2351,2019-01-01 08:10:20,2019-01-01 08:16:57,20190101,,-100,8,217000000027,611000000521,1,0.0,0.0,0.0,0.0,19.1,0.4,9.3,0.000761,10,SW.JS.021.001,11
2352,2019-01-01 08:10:20,2019-01-01 08:16:57,20190101,,-100,8,217000000027,611000000521,2,,,,,31.0,0.3,10.0,0.000814,10,SW.JS.021.001,11
2493,2019-01-01 08:10:20,2019-01-01 08:16:57,20190101,,-100,8,217000000027,611000000842,1,0.0,0.0,0.0,0.0,21.5,0.4,9.4,0.000762,10,SW.JS.021.001,11
2503,2019-01-01 08:15:20,2019-01-01 08:22:01,20190101,,-100,8,217000000027,611000000338,1,0.0,0.0,0.0,0.0,24.0,0.4,10.0,0.000838,10,SW.JS.021.001,12
2515,2019-01-01 08:15:20,2019-01-01 08:22:01,20190101,,-100,8,217000000027,611000000355,1,0.0,0.0,0.0,0.0,23.0,0.5,11.7,0.000985,10,SW.JS.021.001,12
2543,2019-01-01 08:15:20,2019-01-01 08:22:01,20190101,,-100,8,217000000027,611000000431,1,0.0,0.0,0.0,0.0,35.0,0.2,7.8,0.000676,10,SW.JS.021.001,12
2723,2019-01-01 08:20:20,2019-01-01 08:27:08,20190101,,-100,8,217000000027,611000000338,1,0.0,0.0,0.0,0.0,35.3,0.3,13.6,0.001137,10,SW.JS.021.001,13
2767,2019-01-01 08:20:20,2019-01-01 08:27:08,20190101,,-100,8,217000000027,611000000443,1,0.0,0.0,0.0,0.0,20.9,0.1,3.9,0.000323,10,SW.JS.021.001,13
2841,2019-01-01 08:20:20,2019-01-01 08:27:08,20190101,,-100,8,217000000027,611000000724,1,0.0,0.0,0.0,0.0,21.5,0.6,13.7,0.0011279999999999,10,SW.JS.021.001,13
2953,2019-01-01 08:25:20,2019-01-01 08:32:13,20190101,,-100,8,217000000027,611000000350,1,0.0,0.0,0.0,0.0,30.4,0.0,1.9,0.000162,10,SW.JS.021.001,14
3043,2019-01-01 08:25:20,2019-01-01 08:32:13,20190101,,-100,8,217000000027,611000000593,1,0.0,0.0,0.0,0.0,26.8,0.2,5.5,0.000462,10,SW.JS.021.001,14
3129,2019-01-01 08:25:20,2019-01-01 08:32:13,20190101,,-100,8,217000000027,611000000807,1,0.0,0.0,0.0,0.0,26.9,0.4,11.4,0.0009369999999999,10,SW.JS.021.001,14
3197,2019-01-01 08:30:20,2019-01-01 08:37:18,20190101,,-100,8,217000000027,611000000421,1,0.0,0.0,0.0,0.0,30.1,0.5,16.1,0.001357,10,SW.JS.021.001,15
3263,2019-01-01 08:30:20,2019-01-01 08:37:18,20190101,,-100,8,217000000027,611000000593,1,0.0,0.0,0.0,0.0,35.6,0.4,14.5,0.001224,10,SW.JS.021.001,15
3369,2019-01-01 08:30:20,2019-01-01 08:37:18,20190101,,-100,8,217000000027,611000000838,1,0.0,0.0,0.0,0.0,26.1,0.6,17.9,0.001521,10,SW.JS.021.001,15
3483,2019-01-01 08:35:20,2019-01-01 08:42:22,20190101,,-100,8,217000000027,611000000593,1,0.0,0.0,0.0,0.0,35.6,0.2,8.2,0.000696,10,SW.JS.021.001,16
3484,2019-01-01 08:35:20,2019-01-01 08:42:22,20190101,,-100,8,217000000027,611000000593,2,,,,,32.2,0.3,9.8,0.000831,10,SW.JS.021.001,16
3563,2019-01-01 08:35:20,2019-01-01 08:42:22,20190101,,-100,8,217000000027,611000000798,1,0.0,0.0,0.0,0.0,19.0,1.1,21.2,0.00178,10,SW.JS.021.001,16
3680,2019-01-01 08:40:20,2019-01-01 08:47:27,20190101,,-100,8,217000000027,611000000555,2,,,,,32.2,0.4,13.0,0.001073,10,SW.JS.021.001,17
3704,2019-01-01 08:40:20,2019-01-01 08:47:27,20190101,,-100,8,217000000027,611000000593,2,,,,,33.1,0.0,1.9,0.00016,10,SW.JS.021.001,17
3809,2019-01-01 08:40:20,2019-01-01 08:47:27,20190101,,-100,8,217000000027,611000000838,1,0.0,0.0,0.0,0.0,35.9,0.2,8.8,0.000721,10,SW.JS.021.001,17
3861,2019-01-01 08:45:20,2019-01-01 08:52:31,20190101,,-100,8,217000000027,611000000430,1,0.0,0.0,0.0,0.0,20.2,0.9,19.3,0.001612,10,SW.JS.021.001,18
4040,2019-01-01 08:45:20,2019-01-01 08:52:31,20190101,,-100,8,217000000027,611000000439,2,,,,,30.9,0.0,0.5,4.7e-05,10,SW.JS.021.001,18
4029,2019-01-01 08:45:20,2019-01-01 08:52:31,20190101,,-100,8,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.0,0.2,8.9,0.000766,10,SW.JS.021.001,18
4045,2019-01-01 08:50:20,2019-01-01 08:57:36,20190101,,-100,8,217000000027,611000000339,1,0.0,0.0,0.0,0.0,23.1,1.1,27.1,0.002262,10,SW.JS.021.001,19
4235,2019-01-01 08:50:20,2019-01-01 08:57:36,20190101,,-100,8,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.8,0.1,5.7,0.000474,10,SW.JS.021.001,19
4249,2019-01-01 08:50:20,2019-01-01 08:57:36,20190101,,-100,8,217000000027,611000000838,1,0.0,0.0,0.0,0.0,22.7,0.4,11.0,0.000899,10,SW.JS.021.001,19
4413,2019-01-01 08:55:20,2019-01-01 09:02:40,20190101,,-100,8,217000000027,611000000726,1,0.0,0.0,0.0,0.0,22.0,1.2,28.4,0.002285,10,SW.JS.021.001,20
4469,2019-01-01 08:55:20,2019-01-01 09:02:40,20190101,,-100,8,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.1,0.1,7.2,0.000582,10,SW.JS.021.001,20
4470,2019-01-01 08:55:20,2019-01-01 09:02:40,20190101,,-100,8,217000000027,611000000838,2,,,,,32.5,0.2,8.0,0.000649,10,SW.JS.021.001,20
4559,2019-01-01 09:00:20,2019-01-01 09:07:45,20190101,,-100,9,217000000027,611000000555,1,0.0,0.0,0.0,0.0,26.5,0.5,13.5,0.001182,10,SW.JS.021.001,21
4675,2019-01-01 09:00:20,2019-01-01 09:07:45,20190101,,-100,9,217000000027,611000000815,1,0.0,0.0,0.0,0.0,36.0,0.1,6.8,0.000609,10,SW.JS.021.001,21
4689,2019-01-01 09:00:20,2019-01-01 09:07:45,20190101,,-100,9,217000000027,611000000838,1,0.0,0.0,0.0,0.0,28.6,0.3,10.2,0.000917,10,SW.JS.021.001,21
4741,2019-01-01 09:05:20,2019-01-01 09:12:50,20190101,,-100,9,217000000027,611000000430,1,0.0,0.0,0.0,0.0,21.8,1.3,29.8,0.002472,10,SW.JS.021.001,22
4883,2019-01-01 09:05:20,2019-01-01 09:12:50,20190101,,-100,9,217000000027,611000000798,1,0.0,0.0,0.0,0.0,20.1,1.8,36.4,0.002994,10,SW.JS.021.001,22
4909,2019-01-01 09:05:20,2019-01-01 09:12:50,20190101,,-100,9,217000000027,611000000838,1,0.0,0.0,0.0,0.0,29.2,0.4,14.5,0.001202,10,SW.JS.021.001,22
4961,2019-01-01 09:10:20,2019-01-01 09:17:54,20190101,,-100,9,217000000027,611000000430,1,0.0,0.0,0.0,0.0,18.0,1.8,34.1,0.002875,10,SW.JS.021.001,23
5071,2019-01-01 09:10:20,2019-01-01 09:17:54,20190101,,-100,9,217000000027,611000000725,1,0.0,0.0,0.0,0.0,21.5,1.6,34.7,0.002837,10,SW.JS.021.001,23
5129,2019-01-01 09:10:20,2019-01-01 09:17:54,20190101,,-100,9,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.6,0.3,14.3,0.00117,10,SW.JS.021.001,23
5243,2019-01-01 09:15:20,2019-01-01 09:23:00,20190101,,-100,9,217000000027,611000000593,1,0.0,0.0,0.0,0.0,27.1,0.5,13.8,0.001163,10,SW.JS.021.001,24
5303,2019-01-01 09:15:20,2019-01-01 09:23:00,20190101,,-100,9,217000000027,611000000734,1,0.0,0.0,0.0,0.0,36.0,0.1,5.1,0.00043,10,SW.JS.021.001,24
5323,2019-01-01 09:15:20,2019-01-01 09:23:00,20190101,,-100,9,217000000027,611000000798,1,0.0,0.0,0.0,0.0,24.1,1.9,47.6,0.003957,10,SW.JS.021.001,24
5523,2019-01-01 09:20:20,2019-01-01 09:28:07,20190101,,-100,9,217000000027,611000000734,1,0.0,0.0,0.0,0.0,36.0,0.0,1.7,0.000143,10,SW.JS.021.001,25
5524,2019-01-01 09:20:20,2019-01-01 09:28:07,20190101,,-100,9,217000000027,611000000734,2,,,,,32.0,0.0,1.7,0.000148,10,SW.JS.021.001,25
5543,2019-01-01 09:20:20,2019-01-01 09:28:07,20190101,,-100,9,217000000027,611000000798,1,0.0,0.0,0.0,0.0,19.9,2.3,46.6,0.00395,10,SW.JS.021.001,25
5763,2019-01-01 09:25:20,2019-01-01 09:33:11,20190101,,-100,9,217000000027,611000000798,1,0.0,0.0,0.0,0.0,22.1,1.7,37.7,0.003128,10,SW.JS.021.001,26
5789,2019-01-01 09:25:20,2019-01-01 09:33:11,20190101,,-100,9,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.2,0.1,6.3,0.000511,10,SW.JS.021.001,26
5790,2019-01-01 09:25:20,2019-01-01 09:33:11,20190101,,-100,9,217000000027,611000000838,2,,,,,32.3,0.2,6.9,0.00056,10,SW.JS.021.001,26
5809,2019-01-01 09:30:20,2019-01-01 09:38:16,20190101,,-100,9,217000000027,611000000345,1,0.0,0.0,0.0,0.0,20.3,1.9,38.6,0.003231,10,SW.JS.021.001,27
5903,2019-01-01 09:30:20,2019-01-01 09:38:16,20190101,,-100,9,217000000027,611000000593,1,0.0,0.0,0.0,0.0,19.5,0.8,16.4,0.001413,10,SW.JS.021.001,27
6009,2019-01-01 09:30:20,2019-01-01 09:38:16,20190101,,-100,9,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.2,0.1,7.2,0.000629,10,SW.JS.021.001,27
6239,2019-01-01 09:35:20,2019-01-01 09:43:20,20190101,,-100,9,217000000027,611000000439,1,0.0,0.0,0.0,0.0,36.3,0.1,5.9,0.000498,10,SW.JS.021.001,28
6123,2019-01-01 09:35:20,2019-01-01 09:43:20,20190101,,-100,9,217000000027,611000000593,1,0.0,0.0,0.0,0.0,36.3,0.1,4.4,0.000366,10,SW.JS.021.001,28
6124,2019-01-01 09:35:20,2019-01-01 09:43:20,20190101,,-100,9,217000000027,611000000593,2,,,,,32.7,0.1,5.1,0.0004179999999999,10,SW.JS.021.001,28
6267,2019-01-01 09:40:20,2019-01-01 09:48:26,20190101,,-100,9,217000000027,611000000393,1,0.0,0.0,0.0,0.0,36.1,0.0,2.5,0.000213,10,SW.JS.021.001,29
6268,2019-01-01 09:40:20,2019-01-01 09:48:26,20190101,,-100,9,217000000027,611000000393,2,,,,,32.2,0.0,2.5,0.000216,10,SW.JS.021.001,29
6435,2019-01-01 09:40:20,2019-01-01 09:48:26,20190101,,-100,9,217000000027,611000000815,1,0.0,0.0,0.0,0.0,36.3,0.5,20.7,0.001639,10,SW.JS.021.001,29
6487,2019-01-01 09:45:20,2019-01-01 09:53:31,20190101,,-100,9,217000000027,611000000393,1,0.0,0.0,0.0,0.0,36.3,0.1,4.9,0.000412,10,SW.JS.021.001,30
6488,2019-01-01 09:45:20,2019-01-01 09:53:31,20190101,,-100,9,217000000027,611000000393,2,,,,,31.9,0.1,6.0,0.000499,10,SW.JS.021.001,30
6613,2019-01-01 09:45:20,2019-01-01 09:53:31,20190101,,-100,9,217000000027,611000000726,1,0.0,0.0,0.0,0.0,23.5,1.9,45.6,0.003757,10,SW.JS.021.001,30
6759,2019-01-01 09:50:20,2019-01-01 09:58:37,20190101,,-100,9,217000000027,611000000555,1,0.0,0.0,0.0,0.0,36.5,0.8,31.4,0.002653,10,SW.JS.021.001,31
6783,2019-01-01 09:50:20,2019-01-01 09:58:37,20190101,,-100,9,217000000027,611000000593,1,0.0,0.0,0.0,0.0,23.7,0.8,21.3,0.001782,10,SW.JS.021.001,31
6843,2019-01-01 09:50:20,2019-01-01 09:58:37,20190101,,-100,9,217000000027,611000000734,1,0.0,0.0,0.0,0.0,36.1,0.0,1.7,0.000147,10,SW.JS.021.001,31
7026,2019-01-01 09:55:20,2019-01-01 10:03:43,20190101,,-100,9,217000000027,611000000632,2,,,,,23.3,2.1,50.1,0.004224,10,SW.JS.021.001,32
7050,2019-01-01 09:55:20,2019-01-01 10:03:43,20190101,,-100,9,217000000027,611000000666,2,,,,,23.3,1.7,40.4,0.003395,10,SW.JS.021.001,32
7109,2019-01-01 09:55:20,2019-01-01 10:03:43,20190101,,-100,9,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.6,0.0,1.1,0.000101,10,SW.JS.021.001,32
7147,2019-01-01 10:00:20,2019-01-01 10:08:47,20190101,,-100,10,217000000027,611000000393,1,0.0,0.0,0.0,0.0,36.1,0.2,9.9,0.000814,10,SW.JS.021.001,33
7148,2019-01-01 10:00:20,2019-01-01 10:08:47,20190101,,-100,10,217000000027,611000000393,2,,,,,32.2,0.3,11.0,0.000906,10,SW.JS.021.001,33
7200,2019-01-01 10:00:20,2019-01-01 10:08:47,20190101,,-100,10,217000000027,611000000555,2,,,,,27.5,0.0,0.0,7.000000000000001e-06,10,SW.JS.021.001,33
7345,2019-01-01 10:05:20,2019-01-01 10:13:53,20190101,,-100,10,217000000027,611000000339,1,0.0,0.0,0.0,0.0,22.2,2.1,46.7,0.003871,10,SW.JS.021.001,34
7379,2019-01-01 10:05:20,2019-01-01 10:13:53,20190101,,-100,10,217000000027,611000000427,1,0.0,0.0,0.0,0.0,23.2,1.9,44.5,0.003703,10,SW.JS.021.001,34
7621,2019-01-01 10:10:20,2019-01-01 10:18:58,20190101,,-100,10,217000000027,611000000475,1,0.0,0.0,0.0,0.0,23.2,1.9,44.4,0.0037049999999999,10,SW.JS.021.001,35
7672,2019-01-01 10:10:20,2019-01-01 10:18:58,20190101,,-100,10,217000000027,611000000606,2,,,,,32.2,0.1,3.4,0.000285,10,SW.JS.021.001,35
7713,2019-01-01 10:10:20,2019-01-01 10:18:58,20190101,,-100,10,217000000027,611000000726,1,0.0,0.0,0.0,0.0,26.9,0.6,18.5,0.001558,10,SW.JS.021.001,35
7884,2019-01-01 10:15:20,2019-01-01 10:19:04,20190101,,-100,10,217000000027,611000000593,2,,,,,32.3,0.3,11.2,0.000915,10,SW.JS.021.001,36
7892,2019-01-01 10:15:20,2019-01-01 10:19:04,20190101,,-100,10,217000000027,611000000606,2,,,,,30.9,0.1,4.0,0.000336,10,SW.JS.021.001,36
7929,2019-01-01 10:15:20,2019-01-01 10:19:04,20190101,,-100,10,217000000027,611000000666,1,0.0,0.0,0.0,0.0,21.9,1.7,37.7,0.003103,10,SW.JS.021.001,36
8067,2019-01-01 10:20:20,2019-01-01 10:24:10,20190101,,-100,10,217000000027,611000000487,1,0.0,0.0,0.0,0.0,36.0,0.5,20.9,0.001723,10,SW.JS.021.001,37
8103,2019-01-01 10:20:20,2019-01-01 10:24:10,20190101,,-100,10,217000000027,611000000593,1,0.0,0.0,0.0,0.0,27.7,0.7,20.5,0.001679,10,SW.JS.021.001,37
8209,2019-01-01 10:20:20,2019-01-01 10:24:10,20190101,,-100,10,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.4,0.0,3.1,0.000258,10,SW.JS.021.001,37
8383,2019-01-01 10:25:20,2019-01-01 10:29:16,20190101,,-100,10,217000000027,611000000734,1,0.0,0.0,0.0,0.0,36.0,0.0,1.2,0.000112,10,SW.JS.021.001,38
8429,2019-01-01 10:25:20,2019-01-01 10:29:16,20190101,,-100,10,217000000027,611000000838,1,0.0,0.0,0.0,0.0,22.1,0.3,7.0,0.0006219999999999,10,SW.JS.021.001,38
8430,2019-01-01 10:25:20,2019-01-01 10:29:16,20190101,,-100,10,217000000027,611000000838,2,,,,,32.7,0.2,7.9,0.000699,10,SW.JS.021.001,38
8543,2019-01-01 10:30:20,2019-01-01 10:34:22,20190101,,-100,10,217000000027,611000000593,1,0.0,0.0,0.0,0.0,36.4,0.9,35.6,0.002943,10,SW.JS.021.001,39
8649,2019-01-01 10:30:20,2019-01-01 10:34:22,20190101,,-100,10,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.4,0.2,9.0,0.000743,10,SW.JS.021.001,39
8650,2019-01-01 10:30:20,2019-01-01 10:34:22,20190101,,-100,10,217000000027,611000000838,2,,,,,32.5,0.3,10.0,0.00082,10,SW.JS.021.001,39
8823,2019-01-01 10:35:20,2019-01-01 10:39:28,20190101,,-100,10,217000000027,611000000734,1,0.0,0.0,0.0,0.0,36.0,0.0,1.7,0.000143,10,SW.JS.021.001,40
8869,2019-01-01 10:35:20,2019-01-01 10:39:28,20190101,,-100,10,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.4,0.2,8.0,0.000664,10,SW.JS.021.001,40
8870,2019-01-01 10:35:20,2019-01-01 10:39:28,20190101,,-100,10,217000000027,611000000838,2,,,,,32.5,0.2,9.2,0.000758,10,SW.JS.021.001,40
8983,2019-01-01 10:40:20,2019-01-01 10:44:34,20190101,,-100,10,217000000027,611000000593,1,0.0,0.0,0.0,0.0,26.4,1.5,41.6,0.003619,10,SW.JS.021.001,41
9043,2019-01-01 10:40:20,2019-01-01 10:44:34,20190101,,-100,10,217000000027,611000000734,1,0.0,0.0,0.0,0.0,31.1,0.7,22.1,0.0018969999999999,10,SW.JS.021.001,41
9090,2019-01-01 10:40:20,2019-01-01 10:44:34,20190101,,-100,10,217000000027,611000000838,2,,,,,32.8,0.8,29.1,0.002558,10,SW.JS.021.001,41
9203,2019-01-01 10:45:20,2019-01-01 10:49:39,20190101,,-100,10,217000000027,611000000593,1,0.0,0.0,0.0,0.0,26.1,1.7,45.4,0.003763,10,SW.JS.021.001,42
9283,2019-01-01 10:45:20,2019-01-01 10:49:39,20190101,,-100,10,217000000027,611000000798,1,0.0,0.0,0.0,0.0,22.7,2.5,57.4,0.0046939999999999,10,SW.JS.021.001,42
9309,2019-01-01 10:45:20,2019-01-01 10:49:39,20190101,,-100,10,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.6,0.6,23.1,0.001859,10,SW.JS.021.001,42
9423,2019-01-01 10:50:20,2019-01-01 10:54:46,20190101,,-100,10,217000000027,611000000593,1,0.0,0.0,0.0,0.0,26.0,1.6,42.5,0.003427,10,SW.JS.021.001,43
9529,2019-01-01 10:50:20,2019-01-01 10:54:46,20190101,,-100,10,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.5,0.1,6.4,0.0005139999999999,10,SW.JS.021.001,43
9530,2019-01-01 10:50:20,2019-01-01 10:54:46,20190101,,-100,10,217000000027,611000000838,2,,,,,32.7,0.2,7.6,0.000609,10,SW.JS.021.001,43
9643,2019-01-01 10:55:20,2019-01-01 10:59:51,20190101,,-100,10,217000000027,611000000593,1,0.0,0.0,0.0,0.0,23.9,1.5,37.1,0.003107,10,SW.JS.021.001,44
9749,2019-01-01 10:55:20,2019-01-01 10:59:51,20190101,,-100,10,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.4,0.2,8.5,0.000727,10,SW.JS.021.001,44
9750,2019-01-01 10:55:20,2019-01-01 10:59:51,20190101,,-100,10,217000000027,611000000838,2,,,,,32.5,0.2,9.4,0.000806,10,SW.JS.021.001,44
9863,2019-01-01 11:00:20,2019-01-01 11:04:58,20190101,,-100,11,217000000027,611000000593,1,0.0,0.0,0.0,0.0,27.4,1.2,34.0,0.002839,10,SW.JS.021.001,45
9969,2019-01-01 11:00:20,2019-01-01 11:04:58,20190101,,-100,11,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.5,0.1,4.7,0.000398,10,SW.JS.021.001,45
9970,2019-01-01 11:00:20,2019-01-01 11:04:58,20190101,,-100,11,217000000027,611000000838,2,,,,,32.5,0.1,5.4,0.000457,10,SW.JS.021.001,45
10143,2019-01-01 11:05:20,2019-01-01 11:10:04,20190101,,-100,11,217000000027,611000000734,1,0.0,0.0,0.0,0.0,28.5,1.4,41.0,0.00332,10,SW.JS.021.001,46
10159,2019-01-01 11:05:20,2019-01-01 11:10:04,20190101,,-100,11,217000000027,611000000795,1,0.0,0.0,0.0,0.0,20.7,2.2,46.5,0.003695,10,SW.JS.021.001,46
10189,2019-01-01 11:05:20,2019-01-01 11:10:04,20190101,,-100,11,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.6,0.9,35.1,0.002803,10,SW.JS.021.001,46
10363,2019-01-01 11:10:20,2019-01-01 11:15:11,20190101,,-100,11,217000000027,611000000734,1,0.0,0.0,0.0,0.0,35.7,0.1,3.7,0.000329,10,SW.JS.021.001,47
10364,2019-01-01 11:10:20,2019-01-01 11:15:11,20190101,,-100,11,217000000027,611000000734,2,,,,,31.4,0.1,4.0,0.000354,10,SW.JS.021.001,47
10380,2019-01-01 11:10:20,2019-01-01 11:15:11,20190101,,-100,11,217000000027,611000000795,2,,,,,31.7,0.0,2.1,0.000184,10,SW.JS.021.001,47
10487,2019-01-01 11:15:20,2019-01-01 11:20:18,20190101,,-100,11,217000000027,611000000487,1,0.0,0.0,0.0,0.0,36.0,1.0,38.1,0.003165,10,SW.JS.021.001,48
10531,2019-01-01 11:15:20,2019-01-01 11:20:18,20190101,,-100,11,217000000027,611000000606,1,0.0,0.0,0.0,0.0,24.0,2.0,48.5,0.004059,10,SW.JS.021.001,48
10629,2019-01-01 11:15:20,2019-01-01 11:20:18,20190101,,-100,11,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.4,0.0,1.7,0.000146,10,SW.JS.021.001,48
10743,2019-01-01 11:20:20,2019-01-01 11:25:23,20190101,,-100,11,217000000027,611000000593,1,0.0,0.0,0.0,0.0,36.3,1.0,38.9,0.003224,10,SW.JS.021.001,49
10819,2019-01-01 11:20:20,2019-01-01 11:25:23,20190101,,-100,11,217000000027,611000000795,1,0.0,0.0,0.0,0.0,35.8,0.0,1.3,0.00011,10,SW.JS.021.001,49
