ID,ECU_SEND_LOCALTIME,EMA_RECEIVE_LOCALTIME,REV1,REV3,ENCLOSURE_TEMP,HOUR_SUB,ECU_NO,OPT_NO,CHANNEL,OUTPUT_VOLTAGE,OUTPUT_CURRENT,OUTPUT_POWER,OUTPUT_ENERGY,INPUT_VOLTAGE,INPUT_CURRENT,INPUT_POWER,INPUT_ENERGY,TYPE,project_id,Cluster,GroupID
155,2019-01-01 07:00:20,2019-01-01 07:11:17,20190101,,-100,7,217000000027,611000000822,1,0.0,0.0,0.0,0.0,10.4,0.0,0.1,1e-06,10,SW.JS.021.001,-1,0
156,2019-01-01 07:00:20,2019-01-01 07:11:17,20190101,,-100,7,217000000027,611000000822,2,,,,,29.6,0.0,0.4,1.6e-05,10,SW.JS.021.001,-1,0
289,2019-01-01 07:10:20,2019-01-01 07:16:20,20190101,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,29.9,0.0,0.4,3e-05,10,SW.JS.021.001,-1,1
290,2019-01-01 07:10:20,2019-01-01 07:16:20,20190101,,-100,7,217000000027,611000000615,2,,,,,30.9,0.0,0.4,6.6e-05,10,SW.JS.021.001,-1,1
373,2019-01-01 07:10:20,2019-01-01 07:16:20,20190101,,-100,7,217000000027,611000000822,1,0.0,0.0,0.0,0.0,29.9,0.0,0.1,9e-06,10,SW.JS.021.001,-1,1
374,2019-01-01 07:10:20,2019-01-01 07:16:20,20190101,,-100,7,217000000027,611000000822,2,,,,,29.9,0.0,0.1,1.3e-05,10,SW.JS.021.001,-1,1
469,2019-01-01 07:15:20,2019-01-01 07:21:24,20190101,,-100,7,217000000027,611000000555,1,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,10,SW.JS.021.001,-1,2
507,2019-01-01 07:15:20,2019-01-01 07:21:24,20190101,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,31.0,0.0,0.3,2.4e-05,10,SW.JS.021.001,-1,2
508,2019-01-01 07:15:20,2019-01-01 07:21:24,20190101,,-100,7,217000000027,611000000615,2,,,,,26.2,0.0,0.2,2.2e-05,10,SW.JS.021.001,-1,2
587,2019-01-01 07:15:20,2019-01-01 07:21:24,20190101,,-100,7,217000000027,611000000822,1,0.0,0.0,0.0,0.0,30.7,0.0,0.1,9e-06,10,SW.JS.021.001,-1,2
588,2019-01-01 07:15:20,2019-01-01 07:21:24,20190101,,-100,7,217000000027,611000000822,2,,,,,30.9,0.0,0.1,9e-06,10,SW.JS.021.001,-1,2
711,2019-01-01 07:20:20,2019-01-01 07:26:27,20190101,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,31.8,0.0,0.3,3.6e-05,10,SW.JS.021.001,-1,3
712,2019-01-01 07:20:20,2019-01-01 07:26:27,20190101,,-100,7,217000000027,611000000615,2,,,,,24.9,0.0,0.3,2.8000000000000003e-05,10,SW.JS.021.001,-1,3
717,2019-01-01 07:20:20,2019-01-01 07:26:27,20190101,,-100,7,217000000027,611000000632,1,0.0,0.0,0.0,0.0,15.1,0.0,0.0,6e-06,10,SW.JS.021.001,-1,3
913,2019-01-01 07:25:20,2019-01-01 07:36:30,20190101,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,32.3,0.0,0.4,3.7e-05,10,SW.JS.021.001,-1,4
914,2019-01-01 07:25:20,2019-01-01 07:36:30,20190101,,-100,7,217000000027,611000000615,2,,,,,29.3,0.0,0.3,2.7e-05,10,SW.JS.021.001,-1,4
973,2019-01-01 07:25:20,2019-01-01 07:36:30,20190101,,-100,7,217000000027,611000000822,1,0.0,0.0,0.0,0.0,32.3,0.0,0.1,1.2e-05,10,SW.JS.021.001,-1,4
1081,2019-01-01 07:35:20,2019-01-01 07:41:34,20190101,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,33.3,0.0,0.4,7.7e-05,10,SW.JS.021.001,-1,5
1082,2019-01-01 07:35:20,2019-01-01 07:41:34,20190101,,-100,7,217000000027,611000000615,2,,,,,29.3,0.0,0.3,5.9e-05,10,SW.JS.021.001,-1,5
1163,2019-01-01 07:35:20,2019-01-01 07:41:34,20190101,,-100,7,217000000027,611000000822,1,0.0,0.0,0.0,0.0,33.4,0.0,0.1,1.6e-05,10,SW.JS.021.001,-1,5
1299,2019-01-01 07:45:20,2019-01-01 07:51:37,20190101,,-100,7,217000000027,611000000615,1,0.0,0.0,0.0,0.0,34.0,0.0,0.4,5.9e-05,10,SW.JS.021.001,-1,6
1300,2019-01-01 07:45:20,2019-01-01 07:51:37,20190101,,-100,7,217000000027,611000000615,2,,,,,30.6,0.0,0.3,4.5e-05,10,SW.JS.021.001,-1,6
1383,2019-01-01 07:45:20,2019-01-01 07:51:37,20190101,,-100,7,217000000027,611000000822,1,0.0,0.0,0.0,0.0,33.8,0.0,0.1,1.7e-05,10,SW.JS.021.001,-1,6
1384,2019-01-01 07:45:20,2019-01-01 07:51:37,20190101,,-100,7,217000000027,611000000822,2,,,,,26.7,0.0,0.1,1.3e-05,10,SW.JS.021.001,-1,6
1597,2019-01-01 07:50:20,2019-01-01 07:56:42,20190101,,-100,7,217000000027,611000000816,1,0.0,0.0,0.0,0.0,22.5,0.1,3.4,0.000281,10,SW.JS.021.001,-1,7
1625,2019-01-01 07:55:20,2019-01-01 08:01:46,20190101,,-100,7,217000000027,611000000339,1,0.0,0.0,0.0,0.0,18.9,0.2,3.9,0.000331,10,SW.JS.021.001,-1,8
2017,2019-01-01 08:00:20,2019-01-01 08:06:50,20190101,,-100,8,217000000027,611000000786,1,0.0,0.0,0.0,0.0,16.9,0.2,3.5,0.000287,10,SW.JS.021.001,-1,9
2058,2019-01-01 08:00:20,2019-01-01 08:06:50,20190101,,-100,8,217000000027,611000000845,2,,,,,17.4,0.0,0.0,1e-06,10,SW.JS.021.001,-1,9
2155,2019-01-01 08:05:20,2019-01-01 08:11:53,20190101,,-100,8,217000000027,611000000588,1,0.0,0.0,0.0,0.0,19.0,0.1,3.6,0.000312,10,SW.JS.021.001,-1,10
2351,2019-01-01 08:10:20,2019-01-01 08:16:57,20190101,,-100,8,217000000027,611000000521,1,0.0,0.0,0.0,0.0,19.1,0.4,9.3,0.000761,10,SW.JS.021.001,-1,11
2493,2019-01-01 08:10:20,2019-01-01 08:16:57,20190101,,-100,8,217000000027,611000000842,1,0.0,0.0,0.0,0.0,21.5,0.4,9.4,0.000762,10,SW.JS.021.001,-1,11
3047,2019-01-01 08:25:20,2019-01-01 08:32:13,20190101,,-100,8,217000000027,611000000599,1,0.0,0.0,0.0,0.0,35.4,0.2,7.4,0.000617,10,SW.JS.021.001,-1,14
3069,2019-01-01 08:25:20,2019-01-01 08:32:13,20190101,,-100,8,217000000027,611000000634,1,0.0,0.0,0.0,0.0,35.3,0.2,7.5,0.000623,10,SW.JS.021.001,-1,14
3129,2019-01-01 08:25:20,2019-01-01 08:32:13,20190101,,-100,8,217000000027,611000000807,1,0.0,0.0,0.0,0.0,26.9,0.4,11.4,0.0009369999999999,10,SW.JS.021.001,-1,14
3263,2019-01-01 08:30:20,2019-01-01 08:37:18,20190101,,-100,8,217000000027,611000000593,1,0.0,0.0,0.0,0.0,35.6,0.4,14.5,0.001224,10,SW.JS.021.001,-1,15
3369,2019-01-01 08:30:20,2019-01-01 08:37:18,20190101,,-100,8,217000000027,611000000838,1,0.0,0.0,0.0,0.0,26.1,0.6,17.9,0.001521,10,SW.JS.021.001,-1,15
3563,2019-01-01 08:35:20,2019-01-01 08:42:22,20190101,,-100,8,217000000027,611000000798,1,0.0,0.0,0.0,0.0,19.0,1.1,21.2,0.00178,10,SW.JS.021.001,-1,16
3749,2019-01-01 08:40:20,2019-01-01 08:47:27,20190101,,-100,8,217000000027,611000000666,1,0.0,0.0,0.0,0.0,35.8,0.5,20.8,0.00171,10,SW.JS.021.001,-1,17
3809,2019-01-01 08:40:20,2019-01-01 08:47:27,20190101,,-100,8,217000000027,611000000838,1,0.0,0.0,0.0,0.0,35.9,0.2,8.8,0.000721,10,SW.JS.021.001,-1,17
3861,2019-01-01 08:45:20,2019-01-01 08:52:31,20190101,,-100,8,217000000027,611000000430,1,0.0,0.0,0.0,0.0,20.2,0.9,19.3,0.001612,10,SW.JS.021.001,-1,18
3899,2019-01-01 08:45:20,2019-01-01 08:52:31,20190101,,-100,8,217000000027,611000000555,1,0.0,0.0,0.0,0.0,36.0,0.3,12.8,0.001064,10,SW.JS.021.001,-1,18
3900,2019-01-01 08:45:20,2019-01-01 08:52:31,20190101,,-100,8,217000000027,611000000555,2,,,,,32.3,0.4,13.9,0.001158,10,SW.JS.021.001,-1,18
4029,2019-01-01 08:45:20,2019-01-01 08:52:31,20190101,,-100,8,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.0,0.2,8.9,0.000766,10,SW.JS.021.001,-1,18
4030,2019-01-01 08:45:20,2019-01-01 08:52:31,20190101,,-100,8,217000000027,611000000838,2,,,,,32.5,0.3,9.8,0.000849,10,SW.JS.021.001,-1,18
4045,2019-01-01 08:50:20,2019-01-01 08:57:36,20190101,,-100,8,217000000027,611000000339,1,0.0,0.0,0.0,0.0,23.1,1.1,27.1,0.002262,10,SW.JS.021.001,-1,19
4081,2019-01-01 08:50:20,2019-01-01 08:57:36,20190101,,-100,8,217000000027,611000000430,1,0.0,0.0,0.0,0.0,26.7,0.8,23.6,0.002005,10,SW.JS.021.001,-1,19
4119,2019-01-01 08:50:20,2019-01-01 08:57:36,20190101,,-100,8,217000000027,611000000555,1,0.0,0.0,0.0,0.0,36.0,0.4,16.1,0.001374,10,SW.JS.021.001,-1,19
4249,2019-01-01 08:50:20,2019-01-01 08:57:36,20190101,,-100,8,217000000027,611000000838,1,0.0,0.0,0.0,0.0,22.7,0.4,11.0,0.000899,10,SW.JS.021.001,-1,19
4413,2019-01-01 08:55:20,2019-01-01 09:02:40,20190101,,-100,8,217000000027,611000000726,1,0.0,0.0,0.0,0.0,22.0,1.2,28.4,0.002285,10,SW.JS.021.001,-1,20
4529,2019-01-01 09:00:20,2019-01-01 09:07:45,20190101,,-100,9,217000000027,611000000450,1,0.0,0.0,0.0,0.0,36.0,0.5,21.1,0.001801,10,SW.JS.021.001,-1,21
4559,2019-01-01 09:00:20,2019-01-01 09:07:45,20190101,,-100,9,217000000027,611000000555,1,0.0,0.0,0.0,0.0,26.5,0.5,13.5,0.001182,10,SW.JS.021.001,-1,21
4663,2019-01-01 09:00:20,2019-01-01 09:07:45,20190101,,-100,9,217000000027,611000000798,1,0.0,0.0,0.0,0.0,36.1,0.6,22.2,0.001973,10,SW.JS.021.001,-1,21
4853,2019-01-01 09:05:20,2019-01-01 09:12:50,20190101,,-100,9,217000000027,611000000726,1,0.0,0.0,0.0,0.0,36.2,0.9,35.2,0.002911,10,SW.JS.021.001,-1,22
4883,2019-01-01 09:05:20,2019-01-01 09:12:50,20190101,,-100,9,217000000027,611000000798,1,0.0,0.0,0.0,0.0,20.1,1.8,36.4,0.002994,10,SW.JS.021.001,-1,22
4961,2019-01-01 09:10:20,2019-01-01 09:17:54,20190101,,-100,9,217000000027,611000000430,1,0.0,0.0,0.0,0.0,18.0,1.8,34.1,0.002875,10,SW.JS.021.001,-1,23
5071,2019-01-01 09:10:20,2019-01-01 09:17:54,20190101,,-100,9,217000000027,611000000725,1,0.0,0.0,0.0,0.0,21.5,1.6,34.7,0.002837,10,SW.JS.021.001,-1,23
5129,2019-01-01 09:10:20,2019-01-01 09:17:54,20190101,,-100,9,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.6,0.3,14.3,0.00117,10,SW.JS.021.001,-1,23
5219,2019-01-01 09:15:20,2019-01-01 09:23:00,20190101,,-100,9,217000000027,611000000555,1,0.0,0.0,0.0,0.0,36.5,0.9,35.9,0.002976,10,SW.JS.021.001,-1,24
5243,2019-01-01 09:15:20,2019-01-01 09:23:00,20190101,,-100,9,217000000027,611000000593,1,0.0,0.0,0.0,0.0,27.1,0.5,13.8,0.001163,10,SW.JS.021.001,-1,24
5323,2019-01-01 09:15:20,2019-01-01 09:23:00,20190101,,-100,9,217000000027,611000000798,1,0.0,0.0,0.0,0.0,24.1,1.9,47.6,0.003957,10,SW.JS.021.001,-1,24
5511,2019-01-01 09:20:20,2019-01-01 09:28:07,20190101,,-100,9,217000000027,611000000725,1,0.0,0.0,0.0,0.0,23.7,1.7,41.8,0.003496,10,SW.JS.021.001,-1,25
5524,2019-01-01 09:20:20,2019-01-01 09:28:07,20190101,,-100,9,217000000027,611000000734,2,,,,,32.0,0.0,1.7,0.000148,10,SW.JS.021.001,-1,25
5540,2019-01-01 09:20:20,2019-01-01 09:28:07,20190101,,-100,9,217000000027,611000000795,2,,,,,32.0,0.4,14.0,0.001192,10,SW.JS.021.001,-1,25
5543,2019-01-01 09:20:20,2019-01-01 09:28:07,20190101,,-100,9,217000000027,611000000798,1,0.0,0.0,0.0,0.0,19.9,2.3,46.6,0.00395,10,SW.JS.021.001,-1,25
5570,2019-01-01 09:20:20,2019-01-01 09:28:07,20190101,,-100,9,217000000027,611000000838,2,,,,,32.7,0.3,11.0,0.0009449999999999,10,SW.JS.021.001,-1,25
5647,2019-01-01 09:25:20,2019-01-01 09:33:11,20190101,,-100,9,217000000027,611000000487,1,0.0,0.0,0.0,0.0,36.0,1.0,36.9,0.003048,10,SW.JS.021.001,-1,26
5763,2019-01-01 09:25:20,2019-01-01 09:33:11,20190101,,-100,9,217000000027,611000000798,1,0.0,0.0,0.0,0.0,22.1,1.7,37.7,0.003128,10,SW.JS.021.001,-1,26
5809,2019-01-01 09:30:20,2019-01-01 09:38:16,20190101,,-100,9,217000000027,611000000345,1,0.0,0.0,0.0,0.0,20.3,1.9,38.6,0.003231,10,SW.JS.021.001,-1,27
6019,2019-01-01 09:30:20,2019-01-01 09:38:16,20190101,,-100,9,217000000027,611000000439,1,0.0,0.0,0.0,0.0,36.0,0.7,25.2,0.00216,10,SW.JS.021.001,-1,27
5903,2019-01-01 09:30:20,2019-01-01 09:38:16,20190101,,-100,9,217000000027,611000000593,1,0.0,0.0,0.0,0.0,19.5,0.8,16.4,0.001413,10,SW.JS.021.001,-1,27
5951,2019-01-01 09:30:20,2019-01-01 09:38:16,20190101,,-100,9,217000000027,611000000725,1,0.0,0.0,0.0,0.0,36.2,0.9,35.0,0.003021,10,SW.JS.021.001,-1,27
6018,2019-01-01 09:30:20,2019-01-01 09:38:16,20190101,,-100,9,217000000027,611000000845,2,,,,,23.0,1.5,35.8,0.003073,10,SW.JS.021.001,-1,27
6047,2019-01-01 09:35:20,2019-01-01 09:43:20,20190101,,-100,9,217000000027,611000000393,1,0.0,0.0,0.0,0.0,31.2,0.4,12.8,0.001053,10,SW.JS.021.001,-1,28
6048,2019-01-01 09:35:20,2019-01-01 09:43:20,20190101,,-100,9,217000000027,611000000393,2,,,,,31.9,0.4,13.4,0.001102,10,SW.JS.021.001,-1,28
6239,2019-01-01 09:35:20,2019-01-01 09:43:20,20190101,,-100,9,217000000027,611000000439,1,0.0,0.0,0.0,0.0,36.3,0.1,5.9,0.000498,10,SW.JS.021.001,-1,28
6240,2019-01-01 09:35:20,2019-01-01 09:43:20,20190101,,-100,9,217000000027,611000000439,2,,,,,31.4,0.1,6.0,0.0005059999999999,10,SW.JS.021.001,-1,28
6123,2019-01-01 09:35:20,2019-01-01 09:43:20,20190101,,-100,9,217000000027,611000000593,1,0.0,0.0,0.0,0.0,36.3,0.1,4.4,0.000366,10,SW.JS.021.001,-1,28
6124,2019-01-01 09:35:20,2019-01-01 09:43:20,20190101,,-100,9,217000000027,611000000593,2,,,,,32.7,0.1,5.1,0.0004179999999999,10,SW.JS.021.001,-1,28
6149,2019-01-01 09:35:20,2019-01-01 09:43:20,20190101,,-100,9,217000000027,611000000634,1,0.0,0.0,0.0,0.0,36.2,0.7,26.2,0.002151,10,SW.JS.021.001,-1,28
6215,2019-01-01 09:35:20,2019-01-01 09:43:20,20190101,,-100,9,217000000027,611000000815,1,0.0,0.0,0.0,0.0,36.2,0.6,24.0,0.002015,10,SW.JS.021.001,-1,28
6238,2019-01-01 09:35:20,2019-01-01 09:43:20,20190101,,-100,9,217000000027,611000000845,2,,,,,27.2,0.9,26.1,0.002184,10,SW.JS.021.001,-1,28
6435,2019-01-01 09:40:20,2019-01-01 09:48:26,20190101,,-100,9,217000000027,611000000815,1,0.0,0.0,0.0,0.0,36.3,0.5,20.7,0.001639,10,SW.JS.021.001,-1,29
6449,2019-01-01 09:40:20,2019-01-01 09:48:26,20190101,,-100,9,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.6,0.8,32.9,0.00262,10,SW.JS.021.001,-1,29
6609,2019-01-01 09:45:20,2019-01-01 09:53:31,20190101,,-100,9,217000000027,611000000666,1,0.0,0.0,0.0,0.0,36.5,1.2,44.8,0.003702,10,SW.JS.021.001,-1,30
6759,2019-01-01 09:50:20,2019-01-01 09:58:37,20190101,,-100,9,217000000027,611000000555,1,0.0,0.0,0.0,0.0,36.5,0.8,31.4,0.002653,10,SW.JS.021.001,-1,31
6783,2019-01-01 09:50:20,2019-01-01 09:58:37,20190101,,-100,9,217000000027,611000000593,1,0.0,0.0,0.0,0.0,23.7,0.8,21.3,0.001782,10,SW.JS.021.001,-1,31
6843,2019-01-01 09:50:20,2019-01-01 09:58:37,20190101,,-100,9,217000000027,611000000734,1,0.0,0.0,0.0,0.0,36.1,0.0,1.7,0.000147,10,SW.JS.021.001,-1,31
6844,2019-01-01 09:50:20,2019-01-01 09:58:37,20190101,,-100,9,217000000027,611000000734,2,,,,,32.2,0.0,1.9,0.000164,10,SW.JS.021.001,-1,31
6859,2019-01-01 09:50:20,2019-01-01 09:58:37,20190101,,-100,9,217000000027,611000000795,1,0.0,0.0,0.0,0.0,36.3,0.0,2.8,0.000247,10,SW.JS.021.001,-1,31
6860,2019-01-01 09:50:20,2019-01-01 09:58:37,20190101,,-100,9,217000000027,611000000795,2,,,,,31.9,0.0,3.0,0.000265,10,SW.JS.021.001,-1,31
6889,2019-01-01 09:50:20,2019-01-01 09:58:37,20190101,,-100,9,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.5,0.3,13.7,0.001189,10,SW.JS.021.001,-1,31
6890,2019-01-01 09:50:20,2019-01-01 09:58:37,20190101,,-100,9,217000000027,611000000838,2,,,,,33.9,0.4,15.5,0.001344,10,SW.JS.021.001,-1,31
7200,2019-01-01 10:00:20,2019-01-01 10:08:47,20190101,,-100,10,217000000027,611000000555,2,,,,,27.5,0.0,0.0,7.000000000000001e-06,10,SW.JS.021.001,-1,33
7345,2019-01-01 10:05:20,2019-01-01 10:13:53,20190101,,-100,10,217000000027,611000000339,1,0.0,0.0,0.0,0.0,22.2,2.1,46.7,0.003871,10,SW.JS.021.001,-1,34
7379,2019-01-01 10:05:20,2019-01-01 10:13:53,20190101,,-100,10,217000000027,611000000427,1,0.0,0.0,0.0,0.0,23.2,1.9,44.5,0.003703,10,SW.JS.021.001,-1,34
7407,2019-01-01 10:05:20,2019-01-01 10:13:53,20190101,,-100,10,217000000027,611000000487,1,0.0,0.0,0.0,0.0,25.2,0.8,21.4,0.001817,10,SW.JS.021.001,-1,34
7493,2019-01-01 10:05:20,2019-01-01 10:13:53,20190101,,-100,10,217000000027,611000000726,1,0.0,0.0,0.0,0.0,25.1,0.7,18.6,0.001582,10,SW.JS.021.001,-1,34
7621,2019-01-01 10:10:20,2019-01-01 10:18:58,20190101,,-100,10,217000000027,611000000475,1,0.0,0.0,0.0,0.0,23.2,1.9,44.4,0.0037049999999999,10,SW.JS.021.001,-1,35
7709,2019-01-01 10:10:20,2019-01-01 10:18:58,20190101,,-100,10,217000000027,611000000666,1,0.0,0.0,0.0,0.0,36.4,1.0,39.0,0.00326,10,SW.JS.021.001,-1,35
7713,2019-01-01 10:10:20,2019-01-01 10:18:58,20190101,,-100,10,217000000027,611000000726,1,0.0,0.0,0.0,0.0,26.9,0.6,18.5,0.001558,10,SW.JS.021.001,-1,35
7727,2019-01-01 10:10:20,2019-01-01 10:18:58,20190101,,-100,10,217000000027,611000000738,1,0.0,0.0,0.0,0.0,36.4,1.2,45.0,0.003792,10,SW.JS.021.001,-1,35
7807,2019-01-01 10:15:20,2019-01-01 10:19:04,20190101,,-100,10,217000000027,611000000393,1,0.0,0.0,0.0,0.0,36.0,0.8,29.9,0.002489,10,SW.JS.021.001,-1,36
7933,2019-01-01 10:15:20,2019-01-01 10:19:04,20190101,,-100,10,217000000027,611000000726,1,0.0,0.0,0.0,0.0,36.0,0.7,25.2,0.0020559999999999,10,SW.JS.021.001,-1,36
8009,2019-01-01 10:20:20,2019-01-01 10:24:10,20190101,,-100,10,217000000027,611000000345,1,0.0,0.0,0.0,0.0,28.0,1.4,41.9,0.003498,10,SW.JS.021.001,-1,37
8061,2019-01-01 10:20:20,2019-01-01 10:24:10,20190101,,-100,10,217000000027,611000000475,1,0.0,0.0,0.0,0.0,36.0,1.1,43.0,0.003538,10,SW.JS.021.001,-1,37
8067,2019-01-01 10:20:20,2019-01-01 10:24:10,20190101,,-100,10,217000000027,611000000487,1,0.0,0.0,0.0,0.0,36.0,0.5,20.9,0.001723,10,SW.JS.021.001,-1,37
8103,2019-01-01 10:20:20,2019-01-01 10:24:10,20190101,,-100,10,217000000027,611000000593,1,0.0,0.0,0.0,0.0,27.7,0.7,20.5,0.001679,10,SW.JS.021.001,-1,37
8383,2019-01-01 10:25:20,2019-01-01 10:29:16,20190101,,-100,10,217000000027,611000000734,1,0.0,0.0,0.0,0.0,36.0,0.0,1.2,0.000112,10,SW.JS.021.001,-1,38
8399,2019-01-01 10:25:20,2019-01-01 10:29:16,20190101,,-100,10,217000000027,611000000795,1,0.0,0.0,0.0,0.0,36.1,0.0,1.9,0.000172,10,SW.JS.021.001,-1,38
8429,2019-01-01 10:25:20,2019-01-01 10:29:16,20190101,,-100,10,217000000027,611000000838,1,0.0,0.0,0.0,0.0,22.1,0.3,7.0,0.0006219999999999,10,SW.JS.021.001,-1,38
8543,2019-01-01 10:30:20,2019-01-01 10:34:22,20190101,,-100,10,217000000027,611000000593,1,0.0,0.0,0.0,0.0,36.4,0.9,35.6,0.002943,10,SW.JS.021.001,-1,39
8810,2019-01-01 10:35:20,2019-01-01 10:39:28,20190101,,-100,10,217000000027,611000000666,2,,,,,24.1,1.9,45.9,0.003764,10,SW.JS.021.001,-1,40
8843,2019-01-01 10:35:20,2019-01-01 10:39:28,20190101,,-100,10,217000000027,611000000798,1,0.0,0.0,0.0,0.0,23.4,2.2,53.1,0.0043799999999999,10,SW.JS.021.001,-1,40
8983,2019-01-01 10:40:20,2019-01-01 10:44:34,20190101,,-100,10,217000000027,611000000593,1,0.0,0.0,0.0,0.0,26.4,1.5,41.6,0.003619,10,SW.JS.021.001,-1,41
9203,2019-01-01 10:45:20,2019-01-01 10:49:39,20190101,,-100,10,217000000027,611000000593,1,0.0,0.0,0.0,0.0,26.1,1.7,45.4,0.003763,10,SW.JS.021.001,-1,42
9250,2019-01-01 10:45:20,2019-01-01 10:49:39,20190101,,-100,10,217000000027,611000000666,2,,,,,24.8,2.1,54.5,0.004455,10,SW.JS.021.001,-1,42
9263,2019-01-01 10:45:20,2019-01-01 10:49:39,20190101,,-100,10,217000000027,611000000734,1,0.0,0.0,0.0,0.0,36.1,0.8,32.2,0.002651,10,SW.JS.021.001,-1,42
9264,2019-01-01 10:45:20,2019-01-01 10:49:39,20190101,,-100,10,217000000027,611000000734,2,,,,,31.9,1.0,34.7,0.002858,10,SW.JS.021.001,-1,42
9279,2019-01-01 10:45:20,2019-01-01 10:49:39,20190101,,-100,10,217000000027,611000000795,1,0.0,0.0,0.0,0.0,36.3,0.9,33.0,0.002716,10,SW.JS.021.001,-1,42
9280,2019-01-01 10:45:20,2019-01-01 10:49:39,20190101,,-100,10,217000000027,611000000795,2,,,,,31.7,1.0,33.9,0.002794,10,SW.JS.021.001,-1,42
9283,2019-01-01 10:45:20,2019-01-01 10:49:39,20190101,,-100,10,217000000027,611000000798,1,0.0,0.0,0.0,0.0,22.7,2.5,57.4,0.0046939999999999,10,SW.JS.021.001,-1,42
9309,2019-01-01 10:45:20,2019-01-01 10:49:39,20190101,,-100,10,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.6,0.6,23.1,0.001859,10,SW.JS.021.001,-1,42
9310,2019-01-01 10:45:20,2019-01-01 10:49:39,20190101,,-100,10,217000000027,611000000838,2,,,,,32.7,0.8,28.6,0.002303,10,SW.JS.021.001,-1,42
9387,2019-01-01 10:50:20,2019-01-01 10:54:46,20190101,,-100,10,217000000027,611000000487,1,0.0,0.0,0.0,0.0,36.3,1.2,45.7,0.0037229999999999,10,SW.JS.021.001,-1,43
9399,2019-01-01 10:50:20,2019-01-01 10:54:46,20190101,,-100,10,217000000027,611000000555,1,0.0,0.0,0.0,0.0,36.6,1.2,46.1,0.003728,10,SW.JS.021.001,-1,43
9423,2019-01-01 10:50:20,2019-01-01 10:54:46,20190101,,-100,10,217000000027,611000000593,1,0.0,0.0,0.0,0.0,26.0,1.6,42.5,0.003427,10,SW.JS.021.001,-1,43
9607,2019-01-01 10:55:20,2019-01-01 10:59:51,20190101,,-100,10,217000000027,611000000487,1,0.0,0.0,0.0,0.0,26.0,1.6,42.3,0.003563,10,SW.JS.021.001,-1,44
9643,2019-01-01 10:55:20,2019-01-01 10:59:51,20190101,,-100,10,217000000027,611000000593,1,0.0,0.0,0.0,0.0,23.9,1.5,37.1,0.003107,10,SW.JS.021.001,-1,44
9689,2019-01-01 10:55:20,2019-01-01 10:59:51,20190101,,-100,10,217000000027,611000000666,1,0.0,0.0,0.0,0.0,36.5,1.3,48.6,0.004025,10,SW.JS.021.001,-1,44
9799,2019-01-01 11:00:20,2019-01-01 11:04:58,20190101,,-100,11,217000000027,611000000427,1,0.0,0.0,0.0,0.0,26.9,1.8,50.8,0.004209,10,SW.JS.021.001,-1,45
9827,2019-01-01 11:00:20,2019-01-01 11:04:58,20190101,,-100,11,217000000027,611000000487,1,0.0,0.0,0.0,0.0,25.2,1.5,40.1,0.003355,10,SW.JS.021.001,-1,45
9863,2019-01-01 11:00:20,2019-01-01 11:04:58,20190101,,-100,11,217000000027,611000000593,1,0.0,0.0,0.0,0.0,27.4,1.2,34.0,0.002839,10,SW.JS.021.001,-1,45
9909,2019-01-01 11:00:20,2019-01-01 11:04:58,20190101,,-100,11,217000000027,611000000666,1,0.0,0.0,0.0,0.0,36.5,1.2,46.1,0.003841,10,SW.JS.021.001,-1,45
9982,2019-01-01 11:00:20,2019-01-01 11:04:58,20190101,,-100,11,217000000027,611000000814,2,,,,,27.2,1.7,48.8,0.004149,10,SW.JS.021.001,-1,45
10083,2019-01-01 11:05:20,2019-01-01 11:10:04,20190101,,-100,11,217000000027,611000000593,1,0.0,0.0,0.0,0.0,29.6,1.3,41.4,0.0034219999999999,10,SW.JS.021.001,-1,46
10143,2019-01-01 11:05:20,2019-01-01 11:10:04,20190101,,-100,11,217000000027,611000000734,1,0.0,0.0,0.0,0.0,28.5,1.4,41.0,0.00332,10,SW.JS.021.001,-1,46
10144,2019-01-01 11:05:20,2019-01-01 11:10:04,20190101,,-100,11,217000000027,611000000734,2,,,,,31.7,1.3,44.2,0.003573,10,SW.JS.021.001,-1,46
10159,2019-01-01 11:05:20,2019-01-01 11:10:04,20190101,,-100,11,217000000027,611000000795,1,0.0,0.0,0.0,0.0,20.7,2.2,46.5,0.003695,10,SW.JS.021.001,-1,46
10163,2019-01-01 11:05:20,2019-01-01 11:10:04,20190101,,-100,11,217000000027,611000000798,1,0.0,0.0,0.0,0.0,27.1,1.9,52.9,0.0042049999999999,10,SW.JS.021.001,-1,46
